image_path,command_id,command,steering_angle,speed_kmh,time_s
images/frame_0000000_cmd0.jpg,0,follow_lane,0,25,0.016
images/frame_0000001_cmd0.jpg,0,follow_lane,0,25,0.128
images/frame_0000002_cmd0.jpg,0,follow_lane,0,25,0.24
images/frame_0000003_cmd0.jpg,0,follow_lane,0,25,0.352
images/frame_0000004_cmd0.jpg,0,follow_lane,0,25,0.464
images/frame_0000005_cmd0.jpg,0,follow_lane,0,25,0.576
images/frame_0000006_cmd0.jpg,0,follow_lane,0,25,0.688
images/frame_0000007_cmd0.jpg,0,follow_lane,0,25,0.8
images/frame_0000008_cmd0.jpg,0,follow_lane,0,25,0.912
images/frame_0000009_cmd0.jpg,0,follow_lane,0,25,1.024
images/frame_0000010_cmd0.jpg,0,follow_lane,0,25,1.136
images/frame_0000011_cmd0.jpg,0,follow_lane,0,25,1.248
images/frame_0000012_cmd0.jpg,0,follow_lane,0,25,1.36
images/frame_0000013_cmd0.jpg,0,follow_lane,0,25,1.472
images/frame_0000014_cmd0.jpg,0,follow_lane,0,25,1.584
images/frame_0000015_cmd0.jpg,0,follow_lane,0,25,1.696
images/frame_0000016_cmd0.jpg,0,follow_lane,0,25,1.808
images/frame_0000017_cmd0.jpg,0,follow_lane,0,25,1.92
images/frame_0000018_cmd0.jpg,0,follow_lane,0,25,2.032
images/frame_0000019_cmd0.jpg,0,follow_lane,0,25,2.144
images/frame_0000020_cmd0.jpg,0,follow_lane,0,25,2.256
images/frame_0000021_cmd0.jpg,0,follow_lane,0,25,2.368
images/frame_0000022_cmd0.jpg,0,follow_lane,0,25,2.48
images/frame_0000023_cmd0.jpg,0,follow_lane,0,25,2.592
images/frame_0000024_cmd0.jpg,0,follow_lane,0,25,2.704
images/frame_0000025_cmd0.jpg,0,follow_lane,0,25,2.816
images/frame_0000026_cmd0.jpg,0,follow_lane,0,25,2.928
images/frame_0000027_cmd0.jpg,0,follow_lane,0,25,3.04
images/frame_0000028_cmd0.jpg,0,follow_lane,0,25,3.152
images/frame_0000029_cmd0.jpg,0,follow_lane,0,25,3.264
images/frame_0000030_cmd0.jpg,0,follow_lane,0,25,3.376
images/frame_0000031_cmd0.jpg,0,follow_lane,0,25,3.488
images/frame_0000032_cmd0.jpg,0,follow_lane,0,25,3.6
images/frame_0000033_cmd0.jpg,0,follow_lane,0,25,3.712
images/frame_0000034_cmd0.jpg,0,follow_lane,0,25,3.824
images/frame_0000035_cmd0.jpg,0,follow_lane,0,25,3.936
images/frame_0000036_cmd0.jpg,0,follow_lane,0,25,4.048
images/frame_0000037_cmd0.jpg,0,follow_lane,0,25,4.16
images/frame_0000038_cmd0.jpg,0,follow_lane,0,25,4.272
images/frame_0000039_cmd0.jpg,0,follow_lane,0,25,4.384
images/frame_0000040_cmd0.jpg,0,follow_lane,0,25,4.496
images/frame_0000041_cmd0.jpg,0,follow_lane,0,25,4.608
images/frame_0000042_cmd0.jpg,0,follow_lane,0,25,4.72
images/frame_0000043_cmd0.jpg,0,follow_lane,0,25,4.832
images/frame_0000044_cmd0.jpg,0,follow_lane,0,25,4.944
images/frame_0000045_cmd0.jpg,0,follow_lane,0,25,5.056
images/frame_0000046_cmd0.jpg,0,follow_lane,0,25,5.168
images/frame_0000047_cmd0.jpg,0,follow_lane,0,25,5.28
images/frame_0000048_cmd0.jpg,0,follow_lane,0,25,5.392
images/frame_0000049_cmd0.jpg,0,follow_lane,0,25,5.504
images/frame_0000050_cmd0.jpg,0,follow_lane,0,25,5.616
images/frame_0000051_cmd0.jpg,0,follow_lane,0,25,5.728
images/frame_0000052_cmd0.jpg,0,follow_lane,0,25,5.84
images/frame_0000053_cmd0.jpg,0,follow_lane,0,25,5.952
images/frame_0000054_cmd0.jpg,0,follow_lane,0,25,6.064
images/frame_0000055_cmd0.jpg,0,follow_lane,0,25,6.176
images/frame_0000056_cmd0.jpg,0,follow_lane,0,25,6.288
images/frame_0000057_cmd0.jpg,0,follow_lane,0,25,6.4
images/frame_0000058_cmd0.jpg,0,follow_lane,0,25,6.512
images/frame_0000059_cmd0.jpg,0,follow_lane,0,25,6.624
images/frame_0000060_cmd0.jpg,0,follow_lane,0,25,6.736
images/frame_0000061_cmd0.jpg,0,follow_lane,0,25,6.848
images/frame_0000062_cmd0.jpg,0,follow_lane,0,25,6.96
images/frame_0000063_cmd0.jpg,0,follow_lane,0,25,7.072
images/frame_0000064_cmd0.jpg,0,follow_lane,0,25,7.184
images/frame_0000065_cmd0.jpg,0,follow_lane,0,25,7.296
images/frame_0000066_cmd0.jpg,0,follow_lane,0,25,7.408
images/frame_0000067_cmd0.jpg,0,follow_lane,0,25,7.52
images/frame_0000068_cmd0.jpg,0,follow_lane,0,25,7.632
images/frame_0000069_cmd0.jpg,0,follow_lane,0,25,7.744
images/frame_0000070_cmd0.jpg,0,follow_lane,0,25,7.856
images/frame_0000071_cmd0.jpg,0,follow_lane,0,25,7.968
images/frame_0000072_cmd0.jpg,0,follow_lane,0,25,8.08
images/frame_0000073_cmd0.jpg,0,follow_lane,0,25,8.192
images/frame_0000074_cmd0.jpg,0,follow_lane,0,25,8.304
images/frame_0000075_cmd0.jpg,0,follow_lane,0,25,8.416
images/frame_0000076_cmd0.jpg,0,follow_lane,0,25,8.528
images/frame_0000077_cmd0.jpg,0,follow_lane,0,25,8.64
images/frame_0000078_cmd0.jpg,0,follow_lane,0,25,8.752
images/frame_0000079_cmd0.jpg,0,follow_lane,0,25,8.864
images/frame_0000080_cmd0.jpg,0,follow_lane,0.385,25,8.976
images/frame_0000081_cmd0.jpg,0,follow_lane,0.332,25,9.088
images/frame_0000082_cmd0.jpg,0,follow_lane,0.206,25,9.2
images/frame_0000083_cmd0.jpg,0,follow_lane,0.08,25,9.312
images/frame_0000084_cmd0.jpg,0,follow_lane,0,25,9.424
images/frame_0000085_cmd0.jpg,0,follow_lane,0,25,9.536
images/frame_0000086_cmd0.jpg,0,follow_lane,-0.33,25,9.648
images/frame_0000087_cmd0.jpg,0,follow_lane,-0.715,25,9.76
images/frame_0000088_cmd0.jpg,0,follow_lane,-0.648,25,9.872
images/frame_0000089_cmd0.jpg,0,follow_lane,-0.522,25,9.984
images/frame_0000090_cmd0.jpg,0,follow_lane,-0.396,25,10.096
images/frame_0000091_cmd0.jpg,0,follow_lane,-0.27,25,10.208
images/frame_0000092_cmd0.jpg,0,follow_lane,-0.144,25,10.32
images/frame_0000093_cmd0.jpg,0,follow_lane,-0.018,25,10.432
images/frame_0000094_cmd0.jpg,0,follow_lane,0.367,25,10.544
images/frame_0000095_cmd0.jpg,0,follow_lane,0.241,25,10.656
images/frame_0000096_cmd0.jpg,0,follow_lane,0.115,25,10.768
images/frame_0000097_cmd0.jpg,0,follow_lane,0,25,10.88
images/frame_0000098_cmd0.jpg,0,follow_lane,0,25,10.992
images/frame_0000099_cmd0.jpg,0,follow_lane,0,25,11.104
images/frame_0000100_cmd0.jpg,0,follow_lane,0.055,25,11.216
images/frame_0000101_cmd0.jpg,0,follow_lane,0.44,25,11.328
images/frame_0000102_cmd0.jpg,0,follow_lane,0.387,25,11.44
images/frame_0000103_cmd0.jpg,0,follow_lane,0.261,25,11.552
images/frame_0000104_cmd0.jpg,0,follow_lane,0.354,25,11.664
images/frame_0000105_cmd0.jpg,0,follow_lane,0.374,25,11.776
images/frame_0000106_cmd0.jpg,0,follow_lane,0.248,25,11.888
images/frame_0000107_cmd0.jpg,0,follow_lane,0.011,25,12
images/frame_0000108_cmd0.jpg,0,follow_lane,-0.374,25,12.112
images/frame_0000109_cmd0.jpg,0,follow_lane,-0.394,25,12.224
images/frame_0000110_cmd0.jpg,0,follow_lane,-0.268,25,12.336
images/frame_0000111_cmd0.jpg,0,follow_lane,-0.142,25,12.448
images/frame_0000112_cmd0.jpg,0,follow_lane,-0.016,25,12.56
images/frame_0000113_cmd0.jpg,0,follow_lane,0,25,12.672
images/frame_0000114_cmd0.jpg,0,follow_lane,0,25,12.784
images/frame_0000115_cmd0.jpg,0,follow_lane,0,25,12.896
images/frame_0000116_cmd0.jpg,0,follow_lane,0,25,13.008
images/frame_0000117_cmd0.jpg,0,follow_lane,0,25,13.12
images/frame_0000118_cmd0.jpg,0,follow_lane,0,25,13.232
images/frame_0000119_cmd0.jpg,0,follow_lane,0,25,13.344
images/frame_0000120_cmd0.jpg,0,follow_lane,0,25,13.456
images/frame_0000121_cmd0.jpg,0,follow_lane,0,25,13.568
images/frame_0000122_cmd0.jpg,0,follow_lane,0,25,13.68
images/frame_0000123_cmd0.jpg,0,follow_lane,0,25,13.792
images/frame_0000124_cmd0.jpg,0,follow_lane,0,25,13.904
images/frame_0000125_cmd0.jpg,0,follow_lane,0,25,14.016
images/frame_0000126_cmd0.jpg,0,follow_lane,0,25,14.128
images/frame_0000127_cmd0.jpg,0,follow_lane,0,25,14.24
images/frame_0000128_cmd0.jpg,0,follow_lane,0,25,14.352
images/frame_0000129_cmd0.jpg,0,follow_lane,0,25,14.464
images/frame_0000130_cmd0.jpg,0,follow_lane,0,25,14.576
images/frame_0000131_cmd0.jpg,0,follow_lane,0,25,14.688
images/frame_0000132_cmd0.jpg,0,follow_lane,0,25,14.8
images/frame_0000133_cmd0.jpg,0,follow_lane,0,25,14.912
images/frame_0000134_cmd0.jpg,0,follow_lane,0,25,15.024
images/frame_0000135_cmd0.jpg,0,follow_lane,0,25,15.136
images/frame_0000136_cmd0.jpg,0,follow_lane,0,25,15.248
images/frame_0000137_cmd0.jpg,0,follow_lane,0,25,15.36
images/frame_0000138_cmd0.jpg,0,follow_lane,0,25,15.472
images/frame_0000139_cmd0.jpg,0,follow_lane,0,25,15.584
images/frame_0000140_cmd0.jpg,0,follow_lane,0,25,15.696
images/frame_0000141_cmd0.jpg,0,follow_lane,0,25,15.808
images/frame_0000142_cmd0.jpg,0,follow_lane,0,25,15.92
images/frame_0000143_cmd0.jpg,0,follow_lane,0,25,16.032
images/frame_0000144_cmd0.jpg,0,follow_lane,0,25,16.144
images/frame_0000145_cmd0.jpg,0,follow_lane,0,25,16.256
images/frame_0000146_cmd0.jpg,0,follow_lane,0,25,16.368
images/frame_0000147_cmd0.jpg,0,follow_lane,0,25,16.48
images/frame_0000148_cmd0.jpg,0,follow_lane,0,25,16.592
images/frame_0000149_cmd0.jpg,0,follow_lane,0,25,16.704
images/frame_0000150_cmd0.jpg,0,follow_lane,0,25,16.816
images/frame_0000151_cmd0.jpg,0,follow_lane,0,25,16.928
images/frame_0000152_cmd0.jpg,0,follow_lane,0,25,17.04
images/frame_0000153_cmd0.jpg,0,follow_lane,0,25,17.152
images/frame_0000154_cmd0.jpg,0,follow_lane,0,25,17.264
images/frame_0000155_cmd0.jpg,0,follow_lane,0,25,17.376
images/frame_0000156_cmd0.jpg,0,follow_lane,0,25,17.488
images/frame_0000157_cmd0.jpg,0,follow_lane,0,25,17.6
images/frame_0000158_cmd0.jpg,0,follow_lane,0,25,17.712
images/frame_0000159_cmd0.jpg,0,follow_lane,0,25,17.824
images/frame_0000160_cmd0.jpg,0,follow_lane,0,25,17.936
images/frame_0000161_cmd0.jpg,0,follow_lane,0,25,18.048
images/frame_0000162_cmd0.jpg,0,follow_lane,0,25,18.16
images/frame_0000163_cmd0.jpg,0,follow_lane,0,25,18.272
images/frame_0000164_cmd0.jpg,0,follow_lane,0,25,18.384
images/frame_0000165_cmd0.jpg,0,follow_lane,0,25,18.496
images/frame_0000166_cmd0.jpg,0,follow_lane,0,25,18.608
images/frame_0000167_cmd0.jpg,0,follow_lane,0,25,18.72
images/frame_0000168_cmd0.jpg,0,follow_lane,0,25,18.832
images/frame_0000169_cmd0.jpg,0,follow_lane,0,25,18.944
images/frame_0000170_cmd0.jpg,0,follow_lane,0,25,19.056
images/frame_0000171_cmd0.jpg,0,follow_lane,0,25,19.168
images/frame_0000172_cmd0.jpg,0,follow_lane,0,25,19.28
images/frame_0000173_cmd0.jpg,0,follow_lane,0,25,19.392
images/frame_0000174_cmd0.jpg,0,follow_lane,0,25,19.504
images/frame_0000175_cmd0.jpg,0,follow_lane,0,25,19.616
images/frame_0000176_cmd0.jpg,0,follow_lane,0,25,19.728
images/frame_0000177_cmd0.jpg,0,follow_lane,0,25,19.84
images/frame_0000178_cmd0.jpg,0,follow_lane,0,25,19.952
images/frame_0000179_cmd0.jpg,0,follow_lane,0,25,20.064
images/frame_0000180_cmd0.jpg,0,follow_lane,0,25,20.176
images/frame_0000181_cmd0.jpg,0,follow_lane,0,25,20.288
images/frame_0000182_cmd0.jpg,0,follow_lane,0,25,20.4
images/frame_0000183_cmd0.jpg,0,follow_lane,0,25,20.512
images/frame_0000184_cmd0.jpg,0,follow_lane,0,25,20.624
images/frame_0000185_cmd0.jpg,0,follow_lane,0,25,20.736
images/frame_0000186_cmd0.jpg,0,follow_lane,0,25,20.848
images/frame_0000187_cmd0.jpg,0,follow_lane,0,25,20.96
images/frame_0000188_cmd0.jpg,0,follow_lane,0,25,21.072
images/frame_0000189_cmd0.jpg,0,follow_lane,0,25,21.184
images/frame_0000190_cmd0.jpg,0,follow_lane,0,25,21.296
images/frame_0000191_cmd0.jpg,0,follow_lane,0,25,21.408
images/frame_0000192_cmd0.jpg,0,follow_lane,0,25,21.52
images/frame_0000193_cmd0.jpg,0,follow_lane,0,25,21.632
images/frame_0000194_cmd0.jpg,0,follow_lane,0,25,21.744
images/frame_0000195_cmd0.jpg,0,follow_lane,0,25,21.856
images/frame_0000196_cmd0.jpg,0,follow_lane,0,25,21.968
images/frame_0000197_cmd0.jpg,0,follow_lane,0,25,22.08
images/frame_0000198_cmd0.jpg,0,follow_lane,0,25,22.192
images/frame_0000199_cmd0.jpg,0,follow_lane,0,25,22.304
images/frame_0000200_cmd0.jpg,0,follow_lane,0,25,22.416
images/frame_0000201_cmd0.jpg,0,follow_lane,0,25,22.528
images/frame_0000202_cmd0.jpg,0,follow_lane,0,25,22.64
images/frame_0000203_cmd0.jpg,0,follow_lane,0,25,22.752
images/frame_0000204_cmd0.jpg,0,follow_lane,0,25,22.864
images/frame_0000205_cmd0.jpg,0,follow_lane,0,25,22.976
images/frame_0000206_cmd0.jpg,0,follow_lane,0,25,23.088
images/frame_0000207_cmd0.jpg,0,follow_lane,0,25,23.2
images/frame_0000208_cmd0.jpg,0,follow_lane,0,25,23.312
images/frame_0000209_cmd0.jpg,0,follow_lane,0,25,23.424
images/frame_0000210_cmd0.jpg,0,follow_lane,0,25,23.536
images/frame_0000211_cmd0.jpg,0,follow_lane,0,25,23.648
images/frame_0000212_cmd0.jpg,0,follow_lane,0,25,23.76
images/frame_0000213_cmd0.jpg,0,follow_lane,0,25,23.872
images/frame_0000214_cmd0.jpg,0,follow_lane,0,25,23.984
images/frame_0000215_cmd0.jpg,0,follow_lane,0,25,24.096
images/frame_0000216_cmd0.jpg,0,follow_lane,0,25,24.208
images/frame_0000217_cmd0.jpg,0,follow_lane,0,25,24.32
images/frame_0000218_cmd0.jpg,0,follow_lane,0,25,24.432
images/frame_0000219_cmd0.jpg,0,follow_lane,0,25,24.544
images/frame_0000220_cmd0.jpg,0,follow_lane,0,25,24.656
images/frame_0000221_cmd0.jpg,0,follow_lane,0,25,24.768
images/frame_0000222_cmd0.jpg,0,follow_lane,0,25,24.88
images/frame_0000223_cmd0.jpg,0,follow_lane,0,25,24.992
images/frame_0000224_cmd0.jpg,0,follow_lane,0,25,25.104
images/frame_0000225_cmd0.jpg,0,follow_lane,0,25,25.216
images/frame_0000226_cmd0.jpg,0,follow_lane,0,25,25.328
images/frame_0000227_cmd0.jpg,0,follow_lane,0,25,25.44
images/frame_0000228_cmd0.jpg,0,follow_lane,0,25,25.552
images/frame_0000229_cmd0.jpg,0,follow_lane,0,25,25.664
images/frame_0000230_cmd0.jpg,0,follow_lane,0,25,25.776
images/frame_0000231_cmd0.jpg,0,follow_lane,0,25,25.888
images/frame_0000232_cmd0.jpg,0,follow_lane,0,25,26
images/frame_0000233_cmd0.jpg,0,follow_lane,0,25,26.112
images/frame_0000234_cmd0.jpg,0,follow_lane,0,25,26.224
images/frame_0000235_cmd0.jpg,0,follow_lane,0,25,26.336
images/frame_0000236_cmd0.jpg,0,follow_lane,0,25,26.448
images/frame_0000237_cmd0.jpg,0,follow_lane,0,25,26.56
images/frame_0000238_cmd0.jpg,0,follow_lane,0,25,26.672
images/frame_0000239_cmd0.jpg,0,follow_lane,0,25,26.784
images/frame_0000240_cmd0.jpg,0,follow_lane,0,25,26.896
images/frame_0000241_cmd0.jpg,0,follow_lane,0,25,27.008
images/frame_0000242_cmd0.jpg,0,follow_lane,0,25,27.12
images/frame_0000243_cmd0.jpg,0,follow_lane,0,25,27.232
images/frame_0000244_cmd0.jpg,0,follow_lane,0,25,27.344
images/frame_0000245_cmd0.jpg,0,follow_lane,0,25,27.456
images/frame_0000246_cmd0.jpg,0,follow_lane,0,25,27.568
images/frame_0000247_cmd0.jpg,0,follow_lane,0,25,27.68
images/frame_0000248_cmd0.jpg,0,follow_lane,0,25,27.792
images/frame_0000249_cmd0.jpg,0,follow_lane,0,25,27.904
images/frame_0000250_cmd0.jpg,0,follow_lane,0,25,28.016
images/frame_0000251_cmd0.jpg,0,follow_lane,0,25,28.128
images/frame_0000252_cmd0.jpg,0,follow_lane,0,25,28.24
images/frame_0000253_cmd0.jpg,0,follow_lane,0,25,28.352
images/frame_0000254_cmd0.jpg,0,follow_lane,0,25,28.464
images/frame_0000255_cmd0.jpg,0,follow_lane,0,25,28.576
images/frame_0000256_cmd0.jpg,0,follow_lane,0,25,28.688
images/frame_0000257_cmd0.jpg,0,follow_lane,0,25,28.8
images/frame_0000258_cmd0.jpg,0,follow_lane,0,25,28.912
images/frame_0000259_cmd0.jpg,0,follow_lane,0,25,29.024
images/frame_0000260_cmd0.jpg,0,follow_lane,0,25,29.136
images/frame_0000261_cmd0.jpg,0,follow_lane,0,25,29.248
images/frame_0000262_cmd0.jpg,0,follow_lane,0,25,29.36
images/frame_0000263_cmd0.jpg,0,follow_lane,0,25,29.472
images/frame_0000264_cmd0.jpg,0,follow_lane,0,25,29.584
images/frame_0000265_cmd0.jpg,0,follow_lane,0,25,29.696
